shop_name,shop_id,item_name,item_id,item_category,item_brand,item_ksp,item_desc
健身补给仓,SH-C03,Myprotein Impact乳清蛋白粉 (草莓味 2.5kg),IT-C03-03,运动营养-蛋白粉,Myprotein,产品特性： 欧洲网红品牌，主打高性价比；用户收益： 以实惠价格获取足量蛋白质，降低健身成本；价格促销： 经常有折扣码，适合学生党和入门者。,每份提供21克蛋白质，脂肪和碳水化合物含量低。口味选择多达数十种，草莓味清新不腻。粉质细腻，容易摇匀。采用环保袋装，开封后请注意密封保存。是性价比极高的日常蛋白质来源。
健身补给仓,SH-C03,赛夫 分离乳清蛋白粉 (原味 1.8kg),IT-C03-04,运动营养-蛋白粉,赛夫,产品特性： 高纯度分离乳清蛋白，蛋白质含量超过90%；用户收益： 几乎零乳糖零脂肪，乳糖不耐受人群的理想选择；使用场景： 备赛期、严格控制热量摄入的减脂增肌人群。,在浓缩乳清基础上经过进一步过滤提纯，去除了大部分乳糖和脂肪。吸收效率极高，对肠胃刺激小。原味几乎无添加，可搭配牛奶、果汁或加入燕麦中食用，灵活性强。
健身补给仓,SH-C03,BSN SYNTHA-6 六重矩阵蛋白粉 (曲奇味 5磅),IT-C03-05,运动营养-蛋白粉,BSN,产品特性： 6种不同释放速度的蛋白质混合矩阵；用户收益： 提供持续数小时的蛋白质供应，满足全天候营养需求；情绪价值： 被誉为“口感最好的蛋白粉”，享受喝甜品般的快乐。,包含乳清蛋白浓缩物、分离物、水解物以及酪蛋白等。快慢结合，既能快速修复肌肉，又能长效防止肌肉分解。曲奇饼干味极其香浓，即使长期饮用也不易厌倦。适合作为代餐或加餐饮用。
健身补给仓,SH-C03,诺特兰德 支链氨基酸BCAA粉剂 (蓝莓味 300g),IT-C03-06,运动营养-氨基酸,诺特兰德,产品特性： 2:1:1黄金比例（亮氨酸：异亮氨酸：缬氨酸）；用户收益： 运动中饮用，减轻肌肉疲劳感，延缓耐力下降；使用场景： 高强度训练、有氧运动期间补充，帮助保持运动表现。,粉剂溶解速度快，蓝莓味清爽。零糖零热量，不影响减脂。可以快速补充在运动中消耗的BCAA，减少肌肉蛋白分解，促进运动后恢复。建议在训练前、中、后分次饮用。
健身补给仓,SH-C03,海德力 复合肌酸 一水肌酸 (300g),IT-C03-07,运动营养-肌酸,海德力,产品特性： 最经典、研究最充分的运动补剂，提升肌肉力量和爆发力；口碑证明： 被众多体育科学家和运动员验证有效；用户收益： 增加训练负荷，助力突破力量瓶颈。,一水肌酸纯度高达99.9%。可以增加肌肉细胞内水分和磷酸肌酸储备，从而提高短时间、高强度运动的重复能力。建议初期“冲击期”每天20克（分4次），之后每天3-5克维持。与含糖饮料同服吸收更佳。
健身补给仓,SH-C03,C4 极限能量氮泵 (水果味 60份),IT-C03-08,运动营养-氮泵,Cellucor,产品特性： 富含β-丙氨酸、精氨酸、咖啡因等成分；用户收益： 训练前服用，提升泵感、专注度和能量水平；情绪价值： 让你对每次训练都充满期待和激情。,经典氮泵产品，能有效促进训练时肌肉充血，获得更强的肌肉收缩感和满足感。咖啡因提供清醒头脑，β-丙氨酸缓解肌肉酸性物质堆积引起的灼烧感。水果口味，冷水冲调即饮。建议从半份开始尝试身体耐受度。
健身补给仓,SH-C03,欧普特蒙 男士复合维生素矿物质片 (240片),IT-C03-09,运动营养-维生素,Optimum Nutrition,产品特性： 专为活跃男性设计，富含22种关键维生素与矿物质；用户收益： 弥补饮食营养缺口，支持免疫系统健康，保障运动状态；使用场景： 日常基础营养补充，健身人群必备。,包含高剂量的B族维生素（支持能量代谢）、维生素D3（支持骨骼健康）和锌、镁等矿物质。片剂大小适中，易于吞服。每天1-2片随餐服用，为高消耗的健身生活提供全面的微营养素支持。
健身补给仓,SH-C03,Quest 高蛋白低碳水曲奇饼 (巧克力碎味 12盒装),IT-C03-10,运动食品-蛋白棒/零食,Quest,产品特性： 每块含15克蛋白质，仅含4克净碳水，高膳食纤维；用户收益： 解馋零食新选择，饱腹感强，满足甜食欲不增脂；使用场景： 训练后加餐、办公室健康零食、控糖期间甜品替代。,采用天然代糖（赤藓糖醇、甜菊糖苷）提供甜味，不引起血糖剧烈波动。口感软糯，巧克力碎丰富。独立包装，方便携带。适合追求健康饮食、进行生酮或低碳饮食的健身人群。
健身补给仓,SH-C03,SBD 7mm 举重腰带,IT-C03-11,健身装备-护具,SBD,产品特性： 全球力量举冠军首选品牌，单排扣设计，调节便捷牢固；口碑证明： 力量举三大项（深蹲、卧推、硬拉）世界纪录保持者常用装备；用户收益： 提供核心稳定支撑，保护腰椎，提升大重量训练安全性。,由高品质牛皮制成，前窄后宽的人体工学设计，贴合腰部曲线。7mm厚度在支撑性和灵活性间取得平衡。皮带扣采用高强度不锈钢，经久耐用。是大重量训练者、力量举爱好者的终极护具投资。
健身补给仓,SH-C03,李宁 专业力量举深蹲护膝 (一对),IT-C03-12,健身装备-护具,李宁,产品特性： 高弹力乳胶材质，提供强力支撑与缓冲；价格促销： 国货精品，性价比远超国外品牌；用户收益： 保护膝关节韧带，减轻深蹲、箭步蹲时膝盖压力，提升训练信心。,采用多层缠绕设计，压力均匀分布。弹性极佳，回弹快不易变形。适合大重量深蹲、奥林匹克举重等训练。能有效提升膝关节稳定性，减少受伤风险，尤其适合膝盖有旧伤或进行康复训练的人群。
健身补给仓,SH-C03,VersaGripps 多功能助力带,IT-C03-13,健身装备-辅助,VersaGripps,产品特性： 专利钩环设计，无需缠绕，快速穿脱；用户收益： 解决握力先于背力衰竭的问题，让背部训练更彻底；使用场景： 硬拉、引体向上、杠铃划船等拉类动作。,将手腕与杠铃/单杠连接，将部分压力从手指转移到手腕，极大减轻前臂和握力负担。采用耐磨尼龙和皮革材质，舒适耐用。是突破背部训练瓶颈、追求极致肌肉感受的进阶训练者的必备神器。
童趣城堡,SH-D04,美赞臣 蓝臻 幼儿配方奶粉 3段 (850g),IT-D04-01,婴童食品-奶粉,美赞臣,产品特性： 含有20倍乳铁蛋白*，提升宝宝自身保护力；MFGM乳脂球膜+DHA，助力脑部发育；用户收益： 延续母乳关键营养，支持宝宝全面成长；品质保障： 荷兰原装进口，全链路可追溯。,*对比市面上部分其他产品。专为1-3岁幼儿设计，科学配比蛋白质、维生素和矿物质。粉质细腻，易溶解，口味清淡接近母乳。采用创新Protect锁护技术，保留更多天然营养活性。
童趣城堡,SH-D04,爱他美 卓萃 儿童配方奶粉 4段 (900g),IT-D04-02,婴童食品-奶粉,爱他美,产品特性： NuMMOs™模拟母乳低聚糖，提升宝宝自护力；50%天然乳脂，帮助钙和脂肪吸收；口碑证明： 欧洲销量领先的婴幼儿奶粉品牌之一；用户收益： 促进肠道健康，软化便便，减少便秘。,荷兰版，适合3-6岁儿童。不含蔗糖和香精，口味清淡。添加了DHA、ARA、维生素D等关键营养素，支持儿童骨骼和大脑发育。是衔接母乳/普通奶粉与日常饮食的理想选择。
童趣城堡,SH-D04,英氏 婴幼儿营养面条 (原味 240g),IT-D04-03,婴童食品-辅食,英氏,产品特性： 分阶辅食理念，2阶面条适合7-9月龄，长度细软易吞咽；用户收益： 强化钙铁锌，补充辅食期关键营养，锻炼宝宝咀嚼能力；使用场景： 宝宝第一口面条，从泥糊状向固体食物过渡。,以东北小麦为原料，不添加食盐、白砂糖。面条细短，煮后软烂，适合初添面条的宝宝。独立小包装，一次一袋，卫生方便。可搭配各种蔬菜泥、肉泥、蛋黄等，制作营养丰富的宝宝餐。
童趣城堡,SH-D04,小皮 有机藜麦多种谷物米粉 (200g),IT-D04-04,婴童食品-辅食,小皮,产品特性： 欧盟&中国双有机认证，藜麦搭配7种谷物，营养全面；用户收益： 高铁配方（二价铁），易吸收，预防宝宝缺铁性贫血；情绪价值： 高端有机辅食，妈妈放心之选。,粉质非常细腻，易冲调不起坨。口感顺滑，带有天然的谷物香味。不添加糖、盐、香精、防腐剂。富含蛋白质、膳食纤维和多种维生素，是宝宝辅食添加初期重要的铁来源。
童趣城堡,SH-D04,嘉宝 混合蔬菜泥 (苹果南瓜豌豆 113g*6),IT-D04-05,婴童食品-辅食,嘉宝,产品特性： 美国百年品牌，果蔬搭配，口味丰富；使用场景： 外出就餐、旅行时方便携带，即开即食；用户收益： 轻松为宝宝补充多种维生素，解决挑食难题。,采用非转基因果蔬制成，不添加人工色素、香精、防腐剂。质地细腻均匀，适合已经适应单一蔬果泥的宝宝尝试混合口味。独立罐装，配有防漏盖和勺子，卫生便携。
童趣城堡,SH-D04,乐高 经典创意系列 中号积木盒 (10696),IT-D04-06,婴童玩具-积木,乐高,产品特性： 33种颜色，484块颗粒，提供无限创意可能；用户收益： 锻炼孩子手眼协调、空间想象和问题解决能力；情绪价值： 亲子共玩，创造美好家庭回忆。,内含车轮、窗户、门等多种特殊组件，可以拼搭房屋、汽车、动物等各种模型。附赠搭建灵感手册。颗粒兼容所有乐高套装。是送给3岁以上孩子的绝佳入门礼物，陪伴成长。
童趣城堡,SH-D04,费雪 声光安抚海马 (蓝色),IT-D04-07,婴童玩具-安抚,费雪,产品特性： 经典安抚神器，8首舒缓音乐+温柔心跳声+海洋声；用户收益： 陪伴宝宝入睡，建立睡眠仪式感，减轻分离焦虑；口碑证明： 全球畅销数百万只，新手妈妈“待产包”常客。,按下海马肚子，会发出柔和的渐暗式灯光和持续5-10分钟的音乐/声音，帮助宝宝平静下来。毛绒部分可拆卸机洗。内部机芯安全可靠。适合0-3岁婴幼儿，是送给新生儿的温馨礼物。
童趣城堡,SH-D04,米宝兔 儿童早教故事机,IT-D04-08,婴童玩具-早教,米宝兔,产品特性： 海量云端资源，涵盖故事、儿歌、国学、英语；用户收益： 远离屏幕，保护视力，熏染语言环境，充当“哄娃神器”；价格促销： 功能全面，价格实惠的国民款故事机。,食品级硅胶耳朵，可啃咬。内置多种音效和灯光，吸引宝宝注意力。支持微信语音对讲，父母可远程发送消息。内存可扩展，支持下载。防水设计，洗澡时也能玩耍。是陪伴宝宝成长的智能小伙伴。
童趣城堡,SH-D04,B.Toys 比乐 动物园木立方游戏盒,IT-D04-09,婴童玩具-益智,B.Toys,产品特性： 五面可玩，集合串珠、滑块、转盘、形状配对等多种玩法；用户收益： 综合锻炼宝宝手部精细动作、颜色形状认知和逻辑思维；品质保障： 环保水性漆，进口橡胶木，边角圆润。,包含绕珠、齿轮、开锁、迷宫等16个趣味机关。色彩鲜艳，造型可爱，能激发宝宝的好奇心和探索欲。体积适中，稳固不易翻倒。适合1-3岁的幼儿，是蒙特梭利理念的经典玩具。
童趣城堡,SH-D04,绘儿乐 可水洗儿童手指画颜料 (6色套装),IT-D04-10,婴童玩具-画材,绘儿乐,产品特性： 美国知名品牌，配方安全，易于水洗（从皮肤和衣物上）；用户收益： 鼓励艺术创作，释放宝宝天性，家长清理无压力；使用场景： 家庭艺术启蒙、幼儿园手工活动。,色彩鲜艳纯正，流动性好，适合小手抓握涂抹。即使画在衣服或家具上，用湿布或肥皂水即可轻松洗净。家长可以放心让孩子进行自由的艺术探索。包含红、黄、蓝、绿、紫、橙六种基础色。
童趣城堡,SH-D04,Babycare 婴儿手口湿巾 (80抽*12包),IT-D04-11,婴童用品-护理,Babycare,产品特性： 七次净化EDI纯水，添加木糖醇护肤成分；用户收益： 擦拭宝宝口手、屁屁更安心，温和不刺激；价格促销： 家庭消耗品，大容量囤货装更划算。,采用加厚水刺无纺布，柔韧厚实不易破。尺寸大，清洁力强。不连抽设计，干净卫生。弱酸性配方，贴合宝宝皮肤PH值。通过多项皮肤刺激性测试，是日常护理的必备品。
童趣城堡,SH-D04,全棉时代 婴儿纯棉柔巾 (100抽*6包),IT-D04-12,婴童用品-护理,全棉时代,产品特性： 100%天然优质棉，干湿两用，柔软亲肤；用户收益： 可替代毛巾，更卫生，蘸水后即变湿巾，用途广泛；口碑证明： 母婴圈口碑爆品，无数妈妈无限回购。,采用全棉水刺无纺布工艺，触感如棉花般柔软。湿水后不易破、不掉絮。可用于给宝宝洗脸、洗屁屁、清洁口腔牙龈，妈妈也可用来当洗脸巾或卸妆棉。不含荧光增白剂，使用安全。
绿植花坊,SH-E05,天堂鸟 鹤望兰 大型室内绿植 (高约1.2m),IT-E05-01,绿植盆栽-大型绿植,本地苗圃,产品特性： 叶片宽大形似芭蕉，造型优雅，具有强烈热带风情；用户收益： 强力净化空气，增加室内湿度，是天然的“加湿器”；情绪价值： 提升家居格调，营造度假感与宁静氛围。,多年生草本植物，喜温暖湿润、阳光充足环境。我们发出的均为原盆原土带盆栽好，植株健壮，叶片油绿。定期擦拭叶片可使光泽度更好。适合摆放在客厅落地窗边、玄关或书房，是近年非常流行的网红室内树。
绿植花坊,SH-E05,琴叶榕 室内大型观叶植物 (高约1m),IT-E05-02,绿植盆栽-大型绿植,本地苗圃,产品特性： 北欧风家居代表植物，叶片似小提琴，株型挺拔简洁；用户收益： 适应性强，相对耐旱，养护难度较低；使用场景： 搭配简约、日式、北欧风格家居，拍照上镜利器。,我们精选株型饱满、主干粗壮、叶片无病斑的优质琴叶榕。喜明亮散射光，忌暴晒。浇水需见干见湿，盆土干透再浇透。定期转动花盆，使植株受光均匀，避免长歪。是打造 ins 风家居的必备元素。
绿植花坊,SH-E05,散尾葵 室内净化空气绿植 (高约1.5m丛生),IT-E05-03,绿植盆栽-大型绿植,本地苗圃,产品特性： 号称“空气加湿器”，蒸腾作用强，每天可蒸发约1升水；用户收益： 对二甲苯和甲醛有净化作用，尤其适合新装修家庭；使用场景： 客厅、办公室大堂、酒店走廊等宽敞空间。,丛生散尾葵，枝叶茂密，姿态潇洒。喜欢半阴和温暖潮湿的环境。我们使用营养土栽培，并已做缓苗处理，到家后适应更快。定期向叶片喷水，保持较高空气湿度，可防止叶尖干枯。
绿植花坊,SH-E05,龟背竹 老桩 室内盆栽 (含水泥盆 高约60cm),IT-E05-04,绿植盆栽-大型绿植,本地苗圃,产品特性： 叶片开背形成孔洞，极具艺术感和辨识度；用户收益： 夜间吸收二氧化碳，改善睡眠空气质量；情绪价值： 北欧风与复古风完美结合的经典植物，寓意健康长寿。,带盆发货，包含简约水泥盆，无需二次换盆。老桩龟背竹茎干粗壮，形态优美，稳定性好。喜温暖潮湿，忌阳光直射。开背完全的成熟叶片观赏性极强，是新家送礼和自用的热门选择。
绿植花坊,SH-E05,量天尺 仙人柱 北欧风绿植 (三颗组合 高约80cm),IT-E05-05,绿植盆栽-大型绿植,本地苗圃,产品特性： 极简线条感，仙人掌科植物，生命力极其顽强；用户收益： 几乎不用打理，适合“植物杀手”或繁忙上班族；使用场景： 点缀客厅角落、书房、工作室，打造沙漠景观风格。,三颗不同高度的量天尺组合种植在一个大灰陶盆中，层次感强。耐旱耐贫瘠，一个月浇水1-2次即可。需要充足的阳光。能有效吸收电磁辐射，是电脑桌旁的理想伴侣。
绿植花坊,SH-E05,虎皮兰 金边 室内盆栽 (高盆套装 约40cm),IT-E05-06,绿植盆栽-小型绿植,本地苗圃,产品特性： NASA推荐净化空气植物，能有效吸收甲醛、苯等有害气体；价格促销： 净化空气性价比之王，好养易活；用户收益： 释放氧气，改善室内环境，尤其适合放在卧室。,金边虎皮兰，叶片挺拔带有金色镶边，美观大方。我们使用透气陶盆搭配疏松营养土种植。极度耐旱，宁干勿湿，浇水过多易烂根。对光照要求不严，散射光即可生长良好。是新手入门的首选植物。
绿植花坊,SH-E05,绿萝 水培盆栽 办公室桌面绿植 (懒人杯 含保鲜),IT-E05-07,绿植盆栽-小型绿植,本地苗圃,产品特性： 遇水即活，生命力旺盛，水培干净卫生；使用场景： 办公室桌面、书桌、卫生间、厨房窗台；用户收益： 缓解视觉疲劳，点缀单调空间，带来生机活力。,精选枝条健壮、叶片油绿的无土栽培绿萝苗。采用透明玻璃杯+定植篮水培，可清晰观察根系生长。赠送一瓶水培营养液。只需定期加水，无需打理土壤，是忙碌都市人的“懒人植物”。
绿植花坊,SH-E05,油画婚礼吊兰 锦化观叶植物 (垂吊盆栽),IT-E05-08,绿植盆栽-小型绿植,本地苗圃,产品特性： 叶片如同打翻的调色盘，粉、紫、绿、白相间，颜值超高；情绪价值： 浪漫梦幻的色彩，满足少女心，是网红ins风植物；用户收益： 生长速度快，易爆盆，繁殖简单，有成就感。,喜明亮散射光，光照越充足，叶片粉色部分越多越鲜艳。我们使用吊篮盆栽种，方便悬挂。枝条会自然下垂，形成美丽的瀑布造型。适合挂在阳台、窗边或书架上方，是提升空间艺术感的绝佳选择。
绿植花坊,SH-E05,薄荷 可食用香草盆栽 (带盆土),IT-E05-09,绿植盆栽-香草,本地苗圃,产品特性： 可食用，自带清凉香气，驱赶蚊虫；用户收益： 随摘随吃，泡水、做菜、调酒、装饰甜品；使用场景： 厨房窗台、阳台菜园、西餐爱好者必备。,我们发出的是根系发达的健壮盆栽，非种子。喜水喜阳，保持土壤湿润和充足光照，生长极其迅速。摘下几片叶子泡在冰水里，就是一杯天然清凉的薄荷茶。是兼具观赏性和实用性的家庭香草。
绿植花坊,SH-E05,美乐棵 通用型缓释肥 (250g瓶装),IT-E05-10,园艺资材-肥料,美乐棵,产品特性： 美国进口核心缓释技术，养分持续释放3个月；用户收益： 一次施用，长效供养，省去频繁施肥的麻烦；使用场景： 适用于绝大多数观叶植物、开花植物和蔬果。,富含氮磷钾及多种微量元素，营养均衡。颗粒状，使用时只需浅埋在盆土表面或拌入土中即可。温和不烧根，能显著促进植物生长，使叶片更绿，开花更多。是家庭园艺的必备基础肥料。
绿植花坊,SH-E05,爱丽丝 深型加仑盆 (1加仑 多个颜色可选),IT-E05-11,园艺资材-花盆,爱丽丝,产品特性： 日本品牌，PP树脂材质，坚固耐用抗老化；用户收益： 底部排水孔多，透气性好，防止植物烂根；价格促销： 专业花友大量使用的性价比盆器，多色可选方便搭配。,深型设计适合根系发达的植物。盆壁有加强筋，不易变形。自重轻，移动方便。我们提供白色、绿色、棕色、灰色等多种颜色，满足不同家居风格搭配需求。是给植物换盆、分株的理想选择。
绿植花坊,SH-E05,喷香王 园艺压力喷壶 (2L 带可调喷头),IT-E05-12,园艺资材-工具,喷香王,产品特性： 气压式设计，手动打气后可持续喷雾；用户收益： 出水均匀细腻，可调雾状或柱状，浇花、喷药、加湿一壶搞定；使用场景： 家庭阳台、露台、小型花园日常养护。,壶身采用环保材质，透明水位线清晰可见。喷头可旋转调节，雾化效果好，适合给叶面补水或喷洒叶面肥。打气手柄符合人体工学，按压省力。是提升浇水体验、呵护植物的好帮手。
优衣库精选,shop_001,棉麻休闲连衣裙,1001,连衣裙,UNIQLO,棉麻材质透气舒适;限时8折优惠;显瘦A字版型;适合日常通勤;100%纯棉可机洗,采用60%棉+40%麻混纺面料，轻盈透气，春夏穿着不闷热。高腰A字剪裁修饰腰线，显瘦效果明显。搭配简约设计，轻松应对办公室通勤或周末约会。支持机洗，日常护理方便。
优衣库精选,shop_001,纯色修身连衣裙,1002,连衣裙,UNIQLO,修身剪裁显身材;满200减20促销;四季通用;无袖设计凉爽;环保染色工艺,精选高弹力针织面料，贴合身形不紧绷。无袖设计适合夏季，搭配开衫可应对早晚温差。满200元减20元活动期间购买更划算。环保染色工艺，减少化学残留，敏感肌友好。
优衣库精选,shop_001,碎花夏季连衣裙,1003,连衣裙,UNIQLO,清新碎花图案;防晒指数UPF50+;轻盈飘逸;可外搭牛仔外套;7天无理由退换,小碎花图案增添夏日活力，面料含防晒成分（UPF50+），户外活动更安心。轻盈垂坠感，走动时飘逸自然。搭配牛仔外套可转换为休闲风格，满足多场景需求。支持7天无理由退换，购物无忧。
优衣库精选,shop_001,高腰A字连衣裙,1004,连衣裙,UNIQLO,亲肤吸湿排汗;限时买一送一;适合小个子;易搭配配饰;快干材质,面料含吸湿排汗技术，运动后保持干爽。买一送一活动期间性价比高。高腰设计拉长腿部比例，小个子女生穿着显高。搭配项链或腰带轻松提升时尚感。快干材质，雨天出行也方便。
优衣库精选,shop_001,宽松度假连衣裙,1005,连衣裙,UNIQLO,速干防晒;旅行便携;多色可选;无内衬设计;环保回收面料,速干面料适合海边度假，防晒指数UPF40+。折叠后体积小，旅行收纳不占空间。提供米白、浅蓝等5种颜色。无内衬设计减少闷热感，环保回收棉制成，可持续理念加分。
优衣库精选,shop_001,纯棉短袖T恤,1006,T恤,UNIQLO,100%纯棉透气;夏季特惠价;抗皱易打理;基础百搭;无骨缝线舒适,采用100%新疆棉，柔软亲肤，吸汗速干。夏季特惠价仅99元，日常通勤或运动穿着舒适。抗皱设计，洗后不易变形。无骨缝线减少摩擦，长时间穿着无不适感。
优衣库精选,shop_001,宽松休闲T恤,1007,T恤,UNIQLO,宽松版型舒适;限时满减;适合居家办公;速干技术;多种颜色选择,宽松剪裁，居家办公或周末休闲穿着无拘束。满200减20活动期间更优惠。速干技术快速蒸发汗水，避免黏腻感。提供黑、灰、浅粉等6色，满足不同搭配需求。
优衣库精选,shop_001,印花文艺T恤,1008,T恤,UNIQLO,手绘图案设计;环保染料;防晒UPF30;易洗快干;搭配性强,独家手绘图案，文艺感十足。使用环保染料，减少皮肤刺激。防晒指数UPF30，日常出行更安心。易洗快干，适合忙碌上班族。搭配牛仔裤或半身裙，轻松打造休闲造型。
优衣库精选,shop_001,速干运动T恤,1009,T恤,UNIQLO,专业速干功能;运动场景适用;透气排汗;抗异味技术;轻量设计,专为运动设计，快速排汗不粘身。抗异味技术保持清爽，适合跑步或健身。轻量设计减少负担，运动时更自在。透气面料，避免闷热感。
优衣库精选,shop_001,圆领基础T恤,1010,T恤,UNIQLO,经典百搭;高性价比;耐洗耐磨;无痕领口;适合叠穿,基础款圆领设计，百搭不挑人。高性价比（仅59元），多次洗涤不易变形。无痕领口减少摩擦，长期穿着舒适。适合内搭衬衫或外套，提升层次感。
花西子美妆,shop_002,水润持妆粉底液,2001,粉底液,花西子,水润保湿不卡粉;持妆12小时;含植物精华;轻薄透气;敏感肌友好,水润质地融合玫瑰精华，上妆不卡纹，干皮友好。持妆长达12小时，控油不脱妆。含积雪草等植物成分，舒缓肌肤。轻薄透气，妆感自然。敏感肌测试通过，安心使用。
花西子美妆,shop_002,轻透遮瑕粉底液,2002,粉底液,花西子,10倍遮瑕力;轻薄无感;防晒SPF30;持久不暗沉;快速成膜,10倍遮瑕力覆盖痘印和暗沉，却保持轻薄感。SPF30防晒值，日常通勤防护。快速成膜，避免暗沉。适合混合皮，一整天妆容保持清透。
花西子美妆,shop_002,控油持久粉底液,2003,粉底液,花西子,24小时控油;哑光妆效;毛孔隐形;无油配方;适合油皮,专为油皮设计，24小时控油不脱妆。哑光妆效修饰毛孔，打造磨皮效果。无油配方减少闷痘风险。油皮用户反馈持妆稳定，夏季使用更安心。
花西子美妆,shop_002,自然光泽粉底液,2004,粉底液,花西子,透亮光泽感;保湿不拔干;提亮肤色;易推开;含玻尿酸成分,轻盈质地打造自然光泽，提亮暗沉肤色。含玻尿酸保湿，干皮不卡粉。易推开，适合新手。日常通勤或约会都能营造健康好气色。
花西子美妆,shop_002,保湿滋润粉底液,2005,粉底液,花西子,深层保湿;修复肌肤屏障;无添加香精;适合秋冬;妆效水润,专为秋冬干燥季节设计，深层保湿锁水。修复肌肤屏障，改善泛红。无添加香精，敏感肌安心。妆效水润不干燥，上妆后肌肤如自带光泽。
花西子美妆,shop_002,丝绒哑光口红,2006,口红,花西子,丝绒质地高级;显色持久;滋润不拔干;12小时不脱色;含玫瑰精油,丝绒哑光质地，高级感十足。显色度高，一抹即显色。含玫瑰精油滋润唇部，避免干燥。12小时持久不脱色，适合重要场合。不沾杯设计，约会更安心。
花西子美妆,shop_002,柔雾水润口红,2007,口红,花西子,水润保湿;柔雾妆效;自然提气色;易上色;无厚重感,水润质地保持唇部水润，柔雾妆效不显唇纹。自然提亮气色，适合日常。易上色，新手也能轻松驾驭。无厚重感，长时间佩戴舒适。
花西子美妆,shop_002,持久显色口红,2008,口红,花西子,12小时持色;防水防汗;不沾杯;显白效果;含维生素E,持久显色，防水防汗，运动后也不脱色。不沾杯设计，约会或用餐无忧。显白效果佳，黄皮友好。含维生素E滋养唇部，避免干燥。
花西子美妆,shop_002,丝绒雾面口红,2009,口红,花西子,高级丝绒感;不挑肤色;易涂抹;持久不晕染;含植物油脂,丝绒雾面质感，高级不俗气。不挑肤色，适合各种肤色。易涂抹，上唇即显色。持久不晕染，适合全天使用。含植物油脂，滋润不伤唇。
花西子美妆,shop_002,水润透亮口红,2010,口红,花西子,透亮光泽;保湿效果;自然日常;无味无刺激;适合初学者,水润质地带来透亮光泽，日常通勤更自然。保湿效果好，避免唇部干裂。无味无刺激，初学者友好。轻松打造健康好气色，无需技巧。
小米商城,shop_003,Redmi Note 12,3001,手机,Xiaomi,120Hz高刷屏;5000mAh大电池;6400万像素;33W快充;MIUI14系统优化,120Hz高刷屏，游戏观影更流畅。5000mAh大电池，重度使用一整天。6400万像素主摄，清晰记录生活。33W快充，20分钟充至50%。MIUI14系统优化，流畅不卡顿。
小米商城,shop_003,小米13,3002,手机,Xiaomi,5000万像素主摄;5000mAh电池;10倍光学变焦;67W快充;骁龙8 Gen2处理器,5000万像素主摄，暗光拍摄清晰。5000mAh电池，续航无忧。10倍光学变焦，远距离拍摄更精准。67W快充，15分钟充满。骁龙8 Gen2处理器，性能强劲，游戏流畅。
小米商城,shop_003,小米Civi 3,3003,手机,Xiaomi,5000万前置自拍;6.55英寸屏幕;4500mAh电池;33W快充;轻薄设计,5000万像素前置摄像头，自拍更清晰。6.55英寸大屏，观影体验佳。4500mAh电池，日常使用够用。33W快充，充电效率高。机身轻薄，握持舒适。
小米商城,shop_003,Redmi K60,3004,手机,Xiaomi,2K高刷屏;5000mAh电池;6400万像素;67W快充;骁龙8+处理器,2K分辨率屏幕，色彩更细腻。5000mAh电池，长续航。6400万像素主摄，细节丰富。67W快充，快速回血。骁龙8+处理器，性能提升，游戏体验升级。
小米商城,shop_003,小米12S,3005,手机,Xiaomi,5000万主摄;5000mAh电池;120Hz屏;67W快充;徕卡影像合作,5000万像素主摄，徕卡调校，拍照更专业。5000mAh电池，满足全天需求。120Hz高刷屏，操作顺滑。67W快充，充电快。徕卡影像合作，提升成像质量。
小米商城,shop_003,小米蓝牙耳机,3006,耳机,Xiaomi,降噪功能;20小时续航;舒适佩戴;蓝牙5.3;低延迟游戏模式,主动降噪，通勤时隔绝噪音。20小时总续航，单次使用5小时。人体工学设计，佩戴舒适。蓝牙5.3连接稳定，低延迟游戏模式，打游戏不卡顿。
小米商城,shop_003,小米圈铁耳机,3007,耳机,Xiaomi,11mm圈铁单元;40小时续航;IP55防水;触控操作;多设备切换,11mm圈铁单元，音质更饱满。40小时总续航，支持快充。IP55防水，运动出汗无忧。触控操作简单，多设备切换方便。适合音乐爱好者和运动场景。
小米商城,shop_003,小米真无线耳机,3008,耳机,Xiaomi,轻巧设计;18小时续航;双设备连接;智能降噪;音质清晰,重量仅3g，佩戴无感。18小时续航，充电盒补充。双设备连接，手机电脑无缝切换。智能降噪，提升通话质量。音质清晰，听歌更享受。
小米商城,shop_003,小米运动耳机,3009,耳机,Xiaomi,15小时续航;IPX7防水;运动防脱落;语音助手;低延迟模式,15小时续航，运动时长无忧。IPX7防水，淋雨也不怕。运动防脱落设计，跑步不掉落。支持语音助手，操作更便捷。低延迟模式，游戏体验提升。
小米商城,shop_003,小米降噪耳机,3010,耳机,Xiaomi,主动降噪;30小时续航;舒适耳塞;多场景降噪;蓝牙5.2,主动降噪技术，地铁通勤更安静。30小时总续航，支持快充。舒适耳塞贴合耳道。多场景降噪模式，办公或旅行更适用。蓝牙5.2连接稳定，延迟低。
宜家家居,shop_004,不粘锅套装,4001,厨房用具,IKEA,陶瓷不粘涂层;食品级安全;易清洗;耐高温;3年质保,陶瓷不粘涂层，食物不粘底，清洗方便。食品级材质，安全无毒。耐高温250°C，煎炒无忧。3年质保，售后无忧。套装含锅+铲，厨房必备。
